ID,FORMULAS_WITHOUT_COFACTORS,FORMULAS_ENCODED
rxnTransport2558,7-deazaadenosine-7-carboxamide <=> pi + 7-deazaadenosine-7-carboxamide[e],C11206 <=> C8 + C21783
rxnTransport2559,7-deazaadenosine <=> pi + 7-deazaadenosine[e],C11207 <=> C8 + C21784
rxnTransport2560,cadeguomycin <=> pi + cadeguomycin[e],C11208 <=> C8 + C21785
rxnTransport2561,ahygroscopin-B <=> pi + ahygroscopin-B[e],C11209 <=> C8 + C21786
rxnTransport2562,FR-008-III <=> pi + FR-008-III[e],C3469 <=> C8 + C21001
rxnTransport2563,BleomycinA2 <=> pi + BleomycinA2[e],C3533 <=> C8 + C21014
rxnTransport2564,BleomycinB2 <=> pi + BleomycinB2[e],C1160 <=> C8 + C20671
rxnTransport2565,Aureothin <=> pi + Aureothin[e],C5167 <=> C8 + C21167
rxnTransport2566,avilamycinA <=> pi + avilamycinA[e],C11236 <=> C8 + C21788
rxnTransport2567,colistinB <=> pi + colistinB[e],C11237 <=> C8 + C21789
rxnTransport2568,Thiostrepton <=> pi + Thiostrepton[e],C4567 <=> C8 + C21105
rxnTransport2569,PA132 <=> pi + PA132[e],C11365 <=> C8 + C21831
rxnTransport2570,pentalenolactoneD <=> pi + pentalenolactoneD[e],C11366 <=> C8 + C21832
rxnTransport2571,pentalenolactoneF <=> pi + pentalenolactoneF[e],C11367 <=> C8 + C21833
rxnTransport2572,neopentalenolactoneD <=> pi + neopentalenolactoneD[e],C11368 <=> C8 + C21834
rxnTransport2573,neopentalenolactoneF <=> pi + neopentalenolactoneF[e],C11369 <=> C8 + C21835
rxnTransport2574,pentalenolactoneE <=> pi + pentalenolactoneE[e],C11372 <=> C8 + C21836
rxnTransport2575,neopentalenolactoneE <=> pi + neopentalenolactoneE[e],C11375 <=> C8 + C21837
rxnTransport2576,neopentalenolactone <=> pi + neopentalenolactone[e],C11376 <=> C8 + C21838
rxnTransport2577,Abomacetin <=> pi + Abomacetin[e],C1169 <=> C8 + C20676
rxnTransport2578,ErythromycinB <=> pi + ErythromycinB[e],C3441 <=> C8 + C20993
rxnTransport2579,ErythromycinD <=> pi + ErythromycinD[e],C3422 <=> C8 + C20991
rxnTransport2580,ErythromycinE <=> pi + ErythromycinE[e],C3423 <=> C8 + C20992
rxnTransport2581,Azithromycin <=> pi + Azithromycin[e],C3532 <=> C8 + C21013
rxnTransport2582,Clarithromycin <=> pi + Clarithromycin[e],C3544 <=> C8 + C21019
rxnTransport2583,Roxithromycin <=> pi + Roxithromycin[e],C4808 <=> C8 + C21129
rxnTransport2589,L-Oleandrosyl-oleandolide <=> pi + L-Oleandrosyl-oleandolide[e],C4547 <=> C8 + C21097
rxnTransport2590,L-Olivosyl-oleandolide <=> pi + L-Olivosyl-oleandolide[e],C4546 <=> C8 + C21096
rxnTransport2591,Oleandolide <=> pi + Oleandolide[e],C4545 <=> C8 + C21095
rxnTransport2592,YC-17 <=> pi + YC-17[e],C4549 <=> C8 + C21099
rxnTransport2593,10-Deoxymethynolide <=> pi + 10-Deoxymethynolide[e],C4548 <=> C8 + C21098
rxnTransport2594,Methymycin <=> pi + Methymycin[e],C4551 <=> C8 + C21101
rxnTransport2595,Neomethymycin <=> pi + Neomethymycin[e],C4550 <=> C8 + C21100
rxnTransport2596,Narbomycin <=> pi + Narbomycin[e],C4553 <=> C8 + C21102
rxnTransport2597,Pikromycin <=> pi + Pikromycin[e],C4554 <=> C8 + C21103
rxnTransport2599,Clindamycin <=> pi + Clindamycin[e],C3545 <=> C8 + C21020
rxnTransport2600,lincomycinA <=> pi + lincomycinA[e],C11445 <=> C8 + C21842
rxnTransport2601,N-demethyllincomycin <=> pi + N-demethyllincomycin[e],C11448 <=> C8 + C21843
rxnTransport2602,lincomycinB <=> pi + lincomycinB[e],C11449 <=> C8 + C21844
rxnTransport2603,"8,8a-Deoxyoleandolide <=> pi + 8,8a-Deoxyoleandolide[e]",C4544 <=> C8 + C21094
rxnTransport2604,glucosyl-oleandomycin <=> pi + glucosyl-oleandomycin[e],C11470 <=> C8 + C21847
rxnTransport2605,carbomycin <=> pi + carbomycin[e],C11471 <=> C8 + C21848
rxnTransport2606,ErythromycinC <=> pi + ErythromycinC[e],C3405 <=> C8 + C20989
rxnTransport2607,Plicamycin <=> pi + Plicamycin[e],C3641 <=> C8 + C21027
rxnTransport2608,Daunomycin <=> pi + Daunomycin[e],C1167 <=> C8 + C20674
rxnTransport2609,Premithramycinone <=> pi + Premithramycinone[e],C4671 <=> C8 + C21115
rxnTransport2611,Adriamycin <=> pi + Adriamycin[e],C1034 <=> C8 + C20637
rxnTransport2612,Spiramycin <=> pi + Spiramycin[e],C5578 <=> C8 + C21265
rxnTransport2613,Neamine <=> pi + Neamine[e],C940 <=> C8 + C20607
rxnTransport2614,kanamycinD <=> pi + kanamycinD[e],C11544 <=> C8 + C21853
rxnTransport2616,ButirosinA <=> pi + ButirosinA[e],C8532 <=> C8 + C21563
rxnTransport2617,NeomycinC <=> pi + NeomycinC[e],C5152 <=> C8 + C21161
rxnTransport2618,NeomycinB <=> pi + NeomycinB[e],C1071 <=> C8 + C20648
rxnTransport2619,Vistamycin <=> pi + Vistamycin[e],C1087 <=> C8 + C20652
rxnTransport2620,6-O-Glc-paromamine <=> pi + 6-O-Glc-paromamine[e],C8605 <=> C8 + C21577
rxnTransport2621,Tobramycin <=> pi + Tobramycin[e],C300 <=> C8 + C20343
rxnTransport2622,Apramycin <=> pi + Apramycin[e],C994 <=> C8 + C20627
rxnTransport2623,Nebramycinfactor5' <=> pi + Nebramycinfactor5'[e],C8784 <=> C8 + C21618
rxnTransport2624,Nebramycinfactor4 <=> pi + Nebramycinfactor4[e],C8606 <=> C8 + C21578
rxnTransport2626,dibekacin <=> pi + dibekacin[e],C11551 <=> C8 + C21856
rxnTransport2627,arbekacin <=> pi + arbekacin[e],C11552 <=> C8 + C21857
rxnTransport2631,LividomycinA <=> pi + LividomycinA[e],C8551 <=> C8 + C21573
rxnTransport2632,LividomycinB <=> pi + LividomycinB[e],C8608 <=> C8 + C21580
rxnTransport2633,ParomomycinII <=> pi + ParomomycinII[e],C8552 <=> C8 + C21574
rxnTransport2634,5''-Phosphoribostamycin <=> pi + 5''-Phosphoribostamycin[e],C8609 <=> C8 + C21581
rxnTransport2635,5-Ribosylparomamine <=> pi + 5-Ribosylparomamine[e],C8607 <=> C8 + C21579
rxnTransport2636,2'''-acetyl-6'''-hydroxyparomomycin <=> pi + 2'''-acetyl-6'''-hydroxyparomomycin[e],C11555 <=> C8 + C21858
rxnTransport2637,6'''-hydroxyparomomycin <=> pi + 6'''-hydroxyparomomycin[e],C11556 <=> C8 + C21859
rxnTransport2638,6'''-oxoparomomycin <=> pi + 6'''-oxoparomomycin[e],C11557 <=> C8 + C21860
rxnTransport2639,5''-phosphoribosylparomamine <=> pi + 5''-phosphoribosylparomamine[e],C11558 <=> C8 + C21861
rxnTransport2641,ButirosinB <=> pi + ButirosinB[e],C8533 <=> C8 + C21564
rxnTransport2642,Xylostasin <=> pi + Xylostasin[e],C8531 <=> C8 + C21562
rxnTransport2643,Amikacin <=> pi + Amikacin[e],C3531 <=> C8 + C21012
rxnTransport2644,GentamicinA <=> pi + GentamicinA[e],C1170 <=> C8 + C20677
rxnTransport2645,GentamicinA2 <=> pi + GentamicinA2[e],C8545 <=> C8 + C21568
rxnTransport2646,gentamicinA2e <=> pi + gentamicinA2e[e],C11560 <=> C8 + C21862
rxnTransport2647,AntibioticG-418 <=> pi + AntibioticG-418[e],C8547 <=> C8 + C21570
rxnTransport2648,AntibioticJI-20B <=> pi + AntibioticJI-20B[e],C8549 <=> C8 + C21572
rxnTransport2649,GentamicinC2 <=> pi + GentamicinC2[e],C1222 <=> C8 + C20690
rxnTransport2650,gentamicinC2a <=> pi + gentamicinC2a[e],C11561 <=> C8 + C21863
rxnTransport2651,GentamicinC1 <=> pi + GentamicinC1[e],C3687 <=> C8 + C21033
rxnTransport2652,GentamicinX2 <=> pi + GentamicinX2[e],C8546 <=> C8 + C21569
rxnTransport2653,AntibioticJI-20A <=> pi + AntibioticJI-20A[e],C8548 <=> C8 + C21571
rxnTransport2654,GentamicinC1a <=> pi + GentamicinC1a[e],C631 <=> C8 + C20510
rxnTransport2655,gentamicinB <=> pi + gentamicinB[e],C11562 <=> C8 + C21864
rxnTransport2656,gentamicinB1 <=> pi + gentamicinB1[e],C11563 <=> C8 + C21865
rxnTransport2657,FortimicinKL1 <=> pi + FortimicinKL1[e],C8604 <=> C8 + C21576
rxnTransport2665,MithramycinDK <=> pi + MithramycinDK[e],C8987 <=> C8 + C21625
rxnTransport2666,Toyomycin <=> pi + Toyomycin[e],C4822 <=> C8 + C21135
rxnTransport2667,olivomycinA <=> pi + olivomycinA[e],C11627 <=> C8 + C21868
rxnTransport2669,mithramycinSK <=> pi + mithramycinSK[e],C11631 <=> C8 + C21870
rxnTransport2670,mithramycinSA <=> pi + mithramycinSA[e],C11632 <=> C8 + C21871
rxnTransport2671,mithramycinSDK <=> pi + mithramycinSDK[e],C11633 <=> C8 + C21872
rxnTransport2672,KanamycinA <=> pi + KanamycinA[e],C1118 <=> C8 + C20661
rxnTransport2673,Bekanamycin <=> pi + Bekanamycin[e],C575 <=> C8 + C20489
rxnTransport2674,KanamycinC <=> pi + KanamycinC[e],C1119 <=> C8 + C20662
rxnTransport2675,kanamycinX <=> pi + kanamycinX[e],C11763 <=> C8 + C21896
rxnTransport2676,"4,5-Methylenedioxy-6-hydroxyaurone <=> pi + 4,5-Methylenedioxy-6-hydroxyaurone[e]",C3868 <=> C8 + C21056
rxnTransport2677,StreptothricinF <=> pi + StreptothricinF[e],C9206 <=> C8 + C21645
rxnTransport2680,Methicillin <=> pi + Methicillin[e],C3597 <=> C8 + C21022
rxnTransport2681,Cefalexin <=> pi + Cefalexin[e],C3541 <=> C8 + C21017
rxnTransport2682,Cefaloridine <=> pi + Cefaloridine[e],C4387 <=> C8 + C21089
rxnTransport2683,Cefalotin <=> pi + Cefalotin[e],C3712 <=> C8 + C21035
rxnTransport2684,cephalosporin87/312 <=> pi + cephalosporin87/312[e],C12438 <=> C8 + C22048
rxnTransport2685,Imipenem <=> pi + Imipenem[e],C3452 <=> C8 + C20995
rxnTransport2687,Clavulanate <=> pi + Clavulanate[e],C3450 <=> C8 + C20994
rxnTransport2690,"2-hydroxy-5,10-diazaanthracene <=> pi + 2-hydroxy-5,10-diazaanthracene[e]",C12518 <=> C8 + C22057
rxnTransport2691,Albaflavenone <=> pi + Albaflavenone[e],C8597 <=> C8 + C21575
rxnTransport2692,Fosfomycin <=> pi + Fosfomycin[e],C3295 <=> C8 + C20976
rxnTransport2693,piericidinA <=> pi + piericidinA[e],C12716 <=> C8 + C22074
rxnTransport2694,Thiolactomycin <=> pi + Thiolactomycin[e],C4221 <=> C8 + C21069
rxnTransport2695,myxothiazol <=> pi + myxothiazol[e],C12718 <=> C8 + C22075
rxnTransport2697,Borrelidin <=> pi + Borrelidin[e],C5166 <=> C8 + C21166
rxnTransport2698,Tetracycline <=> pi + Tetracycline[e],C3365 <=> C8 + C20987
rxnTransport2699,amiclenomycin <=> pi + amiclenomycin[e],C12736 <=> C8 + C22085
rxnTransport2700,penemCGP31608 <=> pi + penemCGP31608[e],C12737 <=> C8 + C22086
rxnTransport2701,Cefradine <=> pi + Cefradine[e],C3542 <=> C8 + C21018
rxnTransport2702,fosmidomycin <=> pi + fosmidomycin[e],C12786 <=> C8 + C22106
rxnTransport2703,PA155A <=> pi + PA155A[e],C12790 <=> C8 + C22108
rxnTransport2704,Dihydrokalafungin <=> pi + Dihydrokalafungin[e],C4720 <=> C8 + C21125
rxnTransport2706,Actinorhodin <=> pi + Actinorhodin[e],C3470 <=> C8 + C21002
rxnTransport2707,DAOC <=> pi + DAOC[e],C3361 <=> C8 + C20985
rxnTransport2709,HygromycinB <=> pi + HygromycinB[e],C1174 <=> C8 + C20678
rxnTransport2710,Flavomycin <=> pi + Flavomycin[e],C3515 <=> C8 + C21009
rxnTransport2711,Romicil <=> pi + Romicil[e],C1183 <=> C8 + C20681
rxnTransport2712,RifamycinB <=> pi + RifamycinB[e],C1132 <=> C8 + C20666
rxnTransport2713,Stmyn <=> pi + Stmyn[e],C310 <=> C8 + C20349
rxnTransport2715,"(R)-6-[L-2-(2-amino-1,4,5,6-tetrahydro-4-pyrimidinyl)glycine]viomycin <=> pi + (R)-6-[L-2-(2-amino-1,4,5,6-tetrahydro-4-pyrimidinyl)glycine]viomycin[e]",C14244 <=> C8 + C22192
rxnTransport2716,Tylosin <=> pi + Tylosin[e],C949 <=> C8 + C20612
rxnTransport2717,Valimon <=> pi + Valimon[e],C4584 <=> C8 + C21106
rxnTransport2718,O-Phosphoviomycin <=> pi + O-Phosphoviomycin[e],C1454 <=> C8 + C20742
rxnTransport2719,Viomycin <=> pi + Viomycin[e],C987 <=> C8 + C20625
rxnTransport2722,Behenoyl-CoA <=> pi + Behenoyl-CoA[e],C7736 <=> C8 + C21519
rxnTransport2723,ttccoa <=> pi + ttccoa[e],C6786 <=> C8 + C21360
rxnTransport2724,Icosanoyl-CoA <=> pi + Icosanoyl-CoA[e],C1226 <=> C8 + C20692
rxnTransport2725,cerotoyl-CoA <=> pi + cerotoyl-CoA[e],C12829 <=> C8 + C22115
rxnTransport2726,pmtcoa <=> pi + pmtcoa[e],C130 <=> C8 + C20201
rxnTransport2728,tdcoa <=> pi + tdcoa[e],C1462 <=> C8 + C20744
rxnTransport2729,alpha-Factor <=> pi + alpha-Factor[e],C6183 <=> C8 + C21293
rxnTransport2730,cl <=> pi + cl[e],C96 <=> C8 + C20169
rxnTransport2731,ag <=> pi + ag[e],C3474 <=> C8 + C21006
rxn18912,"2,6-Dioxo-6-phenylhexa-3-enoate <=> bz + 2-keto-4-pentenoate",C873 <=> C148 + C13792
rxn18913,2hmcnsad <=> for + 2-keto-4-pentenoate,C489 <=> C45 + C13792
rxn18921,akg + L-erythro-4-Hydroxyglutamate <=> glu-L + 4h2oglt,C23 + C8724 <=> C22 + C773
rxn18926,(2Z)-5-oxohex-2-enedioate <=> co2 + 2-keto-4-pentenoate,C11672 <=> C10 + C13792
rxn18927,2-dehydro-3-deoxy-L-arabinonate <=> pyr + gcald,C10621 <=> C19 + C220
rxn18932,"(24R)-hydroxy,(25R)-trihydroxycholestanoyl-CoA <=> (24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA",C11915 <=> C11907
rxn18934,2-dehydro-3-deoxy-L-arabinonate <=> 25dop,C10621 <=> C322
rxn18948,"Dermatan-Sulfate <=> 4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine4-sulfate",C13145 <=> C2487
rxn18962,L-2-Amino-4-chloropent-4-enoate <=> nh4 + cl + 2-keto-4-pentenoate,C2122 <=> C12 + C96 + C13792
rxn19038,N-ACETYLNEURAMINATE <=> pyr + N-acetyl-beta-D-mannosamine,C13679 <=> C19 + C13676
rxn19044,nadph + (2E)-docosenoyl-CoA <=> nadp + Behenoyl-CoA,C4 + C11598 <=> C5 + C7736
rxn19045,nadph + (2E)-lignocerenoyl-CoA <=> nadp + ttccoa,C4 + C11599 <=> C5 + C6786
rxn19046,nadph + (2E)-arachidoenoyl-CoA <=> nadp + Icosanoyl-CoA,C4 + C11597 <=> C5 + C1226
rxn19047,nadph + (2E)-cerotenoyl-CoA <=> nadp + cerotoyl-CoA,C4 + C11600 <=> C5 + C12829
rxn19050,occoa <=> oc2coa,C1182 <=> C2631
rxn19072,adn <=> ade + cll_346,C175 <=> C124 + C3773
rxn19080,coa + 2-amino-4-ketopentanoate <=> accoa + ala-D,C9 + C11682 <=> C21 + C114
rxn19089,nadph + 3-Hexenal <=> nadp + 3-Hexenol,C4 + C6574 <=> C5 + C3808
rxn19090,nad + 3-Hexenol <=> nadh + 3-Hexenal,C2 + C3808 <=> C3 + C6574
rxn19091,nadph + (E)-2-penten-1-al <=> nadp + (E)-2-pentenol,C4 + C11260 <=> C5 + C11261
rxn19092,nad + Geraniol <=> nadh + Geranial,C2 + C969 <=> C3 + C968
rxn19093,nad + hexanol <=> nadh + hxal,C2 + C13365 <=> C3 + C7067
rxn19094,nadph + Leafaldehyde <=> nadp + trans-2-hexenol,C4 + C3810 <=> C5 + C14235
rxn19095,nad + trans-2-hexenol <=> nadh + Leafaldehyde,C2 + C14235 <=> C3 + C3810
rxn19100,1-Dodecanol <=> ddcal,C1332 <=> C1333
rxn19102,1-eicosanol <=> eicosanal,C11978 <=> C11985
rxn19106,1-tetradecanol <=> ttdcal,C11981 <=> C7096
rxn19118,acald <=> ac,C68 <=> C28
rxn19126,nadp + mnl1p <=> nadph + g6p-B,C5 + C464 <=> C4 + C804
rxn19128,cll_199 <=> alpha-D-Galactose,C662 <=> C675
rxn19159,"lys-L <=> (2R,3R)-3-methylornithine",C38 <=> C11519
rxn19167,malttr + cll_396 <=> glc-D-B + maltttr,C1124 + C1196 <=> C182 + C1232
rxn19174,D-Arabinonate <=> 2-Dehydro-3-deoxy-L-pentonate,C609 <=> C491
rxn19176,"Arachidonate <=> (6E,8Z,11Z,14Z)-(5s)-5-hydroperoxycosa-6,8,11,14-tetraenoate",C181 <=> C10074
rxn19191,34dhbald <=> 34dhbz,C7880 <=> C188
rxn19192,Cinnamaldehyde <=> cinnm,C627 <=> C315
rxn19193,1-Naphthaldehyde <=> 1-Naphthoicacid,C4869 <=> C4870
rxn19202,N-Formyl-L-kynurenine <=> for + Kynurenine,C13696 <=> C45 + C1057
rxn19206,ascb + actp <=> ac + 2-phospho-L-ascorbate,C56 + C187 <=> C28 + C9832
rxn19207,ascb <=> 2-phospho-L-ascorbate,C56 <=> C9832
rxn19210,glx + asn-L <=> gly + 2-Oxosuccinamate,C39 + C128 <=> C32 + C1368
rxn19227,nad + 3-Hydroxybenzylalcohol <=> nadh + 3-Hydroxybenzaldehyde,C2 + C1811 <=> C3 + C1679
rxn19238,"3-Phenylcatechol <=> 2-hydroxy-6-oxo-6-phenyl-2,4-hexadienoate",C1434 <=> C11809
rxn19243,nadh + BS <=> nad + catechol + so3,C3 + C10257 <=> C2 + C74 + C78
rxn19261,ala-B + his-L <=> pi + Carnosine,C82 + C116 <=> C8 + C293
rxn19262,crn-D <=> crn,C5067 <=> C252
rxn19266,amet + L-Dopa <=> ahcys + 3-O-methyldopa,C16 + C275 <=> C18 + C10659
rxn19302,Chlorophyll <=> Phytol + Chlorophyllide,C1103 <=> C919 + C1270
rxn19319,5prdmbz + agdpcbi <=> adenosylcobalamin5'-phosphate,C2441 + C3321 <=> C10103
rxn19321,rdmbzi + agdpcbi <=> adocbl,C2894 + C3321 <=> C161
rxn19325,nad + 4-carboxybenzylalcohol <=> nadh + 4-carboxybenzaldehyde,C2 + C10012 <=> C3 + C10011
rxn19330,ctbtcoa <=> coa + 4-(Trimethylammonio)but-2-enoate,C6913 <=> C9 + C2140
rxn19343,cys-L + phom <=> pi + L-Cystathionine,C81 + C752 <=> C8 + C8708
rxn19350,cbs_252 <=> nh4 + pyr + Thiocysteine,C933 <=> C12 + C19 + C1191
rxn19369,L-Fuconate <=> 2-Dehydro-3-deoxy-D-fuconate,C1059 <=> C3124
rxn19370,glu-D + D-Glutamine <=> nh4 + gamma-glutamyl-D-glutamate,C179 + C571 <=> C12 + C13266
rxn19371,nad + D-Iditol <=> nadh + srb-L,C2 + C964 <=> C3 + C203
rxn19443,D-ribulose-1-P <=> dhap + gcald,C13051 <=> C92 + C220
rxn19445,rbl-D <=> D-ribulose-1-P,C244 <=> C13051
rxn19447,crnDcoa <=> coa + crn-D,C6911 <=> C9 + C5067
rxn19448,"nad + Terephthalate-1,2-cis-dihydrodiol <=> nadh + 34dhbz + hco3",C2 + C3200 <=> C3 + C188 + C231
rxn19477,trans-2-Chlorodienelactone <=> 2-Chloromaleylacetate,C2418 <=> C3211
rxn19478,"nadph + trans-delta2,cis-delta4-decadienoyl-CoA <=> nadp + dc2coa",C4 + C14225 <=> C5 + C2630
rxn19481,accoa + 13-Sophorosyloxydocosanoicacid <=> coa + 13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoateO(6'')-acetate,C21 + C8822 <=> C9 + C13073
rxn19482,"accoa + 13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoateO(6'')-acetate <=> coa + 13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoateO(6'),O(6'')-diacetate",C21 + C13073 <=> C9 + C13074
rxn19483,13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoateO(6'')-acetate <=> ac + 13-Sophorosyloxydocosanoicacid,C13073 <=> C28 + C8822
rxn19484,"13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoateO(6'),O(6'')-diacetate <=> ac + 13-[O(2')-beta-D-glucopyranosyl-beta-D-glucopyranosyloxy]docosanoateO(6'')-acetate",C13074 <=> C28 + C13073
rxn19486,"nadp + (+-)-5-[(tert-butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol <=> nadph + (+-)-5-[(tert-butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone",C5 + C10045 <=> C4 + C10046
rxn19770,gdpmann <=> alpha-D-Mannose,C80 <=> C8701
rxn19772,hco3 + trans-Geranyl-CoA <=> pi + Isohexenyl-glutaconyl-CoA,C231 + C6691 <=> C8 + C885
rxn19778,glc-D-B + Ubiquinones <=> g15lac + Ubiquinols,C182 + C14300 <=> C165 + C14299
rxn19801,coa + N-acetyl-D-glucosamine <=> accoa + gluam,C9 + C13704 <=> C21 + C1112
rxn19818,udpg + 13-beta-D-Glucosyloxydocosanoate <=> 13-Sophorosyloxydocosanoicacid,C25 + C2132 <=> C8822
rxn19823,amet + GLUCURONOXYLAN-D-GLUCURONATE <=> ahcys + GLUCURONOXYLAN-4-O-METHYL-D-GLUCURONATE,C16 + C13275 <=> C18 + C13274
rxn19850,Glycerol-1-phosphate <=> pi + glyc,C13335 <=> C8 + C97
rxn19877,"Dinitrochlorobenzene + L-glutathione <=> cl + S-(2,4-Dinitrophenyl)glutathione",C4933 + C15791 <=> C96 + C4225
rxn19900,hcys-L + mhpglu <=> met-L + tetrahydropteroyltri-L-glutamate,C131 + C2300 <=> C57 + C11187
rxn19903,hom-L <=> nh4 + 2obut,C218 <=> C12 + C91
rxn19906,"Hyaluronan <=> 4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine",C13408 <=> C895
rxn19916,5-Hydroxylysine <=> 5-Phosphonooxy-L-lysine,C829 <=> C1818
rxn19949,amet + Orientin <=> ahcys + Isoscoparin,C16 + C4056 <=> C18 + C3027
rxn19991,beta-D-Fructose <=> f1p,C15643 <=> C746
rxn19993,Kynurenine <=> ala-L + anth,C1057 <=> C34 + C90
rxn19994,nadph + Kynurenine <=> nadp + 3hykyn,C4 + C1057 <=> C5 + C1550
rxn20001,L-Arabinonate <=> 2-dehydro-3-deoxy-L-arabinonate,C405 <=> C10621
rxn20020,ppcoa + lac-D <=> ppa + D-lactoyl-CoA,C83 + C212 <=> C136 + C13049
rxn20023,D-lactoyl-CoA <=> Acrylyl-CoA,C13049 <=> C621
rxn20032,"sucr + Levann <=> glc-D-B + 6,6-kestotetraose",C73 + C6148 <=> C182 + C12521
rxn20039,udpg + Acetonecyanhydrin <=> Linamarin,C25 + C1489 <=> C1013
rxn20042,"nad + 2,5-Dichloro-2,5-cyclohexadiene-1,4-diol <=> nadh + 2,5-DCHQ",C2 + C3388 <=> C3 + C9902
rxn20048,"Tributyrin <=> but + 1,2-dibutyrin",C4848 <=> C202 + C11203
rxn20049,D-Lombricine <=> N-Phospholombricine,C1064 <=> C4917
rxn20066,beta-L-lyxopyranose <=> xylu-L,C13497 <=> C247
rxn20067,nadh + p-Cresol <=> nad + 4mcat,C3 + C952 <=> C2 + C3491
rxn20166,pi + cll_396 <=> glc-D-B + g1p-B,C8 + C1196 <=> C182 + C473
rxn20167,thbpt + (S)-Mandelate <=> (S)-4-Hydroxymandelate + BIOPTERIN,C222 + C1199 <=> C1741 + C10261
rxn20184,menylh4spt <=> 5-formyl-H4SPT,C7340 <=> C11670
rxn20198,(S)-3-Hydroxy-2-methylpropionyl-CoA <=> 2mp2coa,C10889 <=> C1854
rxn20216,mcom + h4spt <=> com + mh4spt,C2054 + C7334 <=> C1900 + C7342
rxn20220,nad + inost <=> nadh + 1-Keto-D-chiro-inositol,C2 + C118 <=> C3 + C9442
rxn20222,1-Keto-D-chiro-inositol <=> cbs_76,C9442 <=> C2208
rxn20227,N-acetyl-D-glucosamine <=> ac + gluam,C13704 <=> C28 + C1112
rxn20230,pep + N-acetyl-beta-D-mannosamine <=> pi + N-ACETYLNEURAMINATE,C58 + C13676 <=> C8 + C13679
rxn20240,nadh + Ubiquinones <=> nad + Ubiquinols,C3 + C14300 <=> C2 + C14299
rxn20262,nadh + mndn <=> nad + Menadiol,C3 + C2674 <=> C2 + C3591
rxn20272,N-acetyl-beta-D-mannosamine <=> acmanap,C13676 <=> C2196
rxn20285,3-cyanopyridine <=> ncam,C9922 <=> C129
rxn20470,nadh + o-Cresol <=> nad + 3mcat,C3 + C988 <=> C2 + C1601
rxn20508,pi + oaa <=> pep + hco3,C8 + C31 <=> C58 + C231
rxn20522,g6p-B <=> beta-D-Fructose6-phosphate,C804 <=> C8719
rxn20527,"phosphatidylglycerophosphate(1-18:1(9Z),2-16:1) <=> pi + 1-18:1-2-16:0-phosphatidylglycerol",C12895 <=> C8 + C11662
rxn20572,"dipalmitoylphosphatidate <=> pi + 1,2-dipalmitoylglycerol",C12732 <=> C8 + C12852
rxn20583,g1p <=> alpha-D-Glucose6-phosphate,C86 <=> C8698
rxn20585,1-16:0-2-18:2-phosphatidylcholine <=> hdca + 1-Linoleoylglycerophosphocholine,C12058 <=> C205 + C2129
rxn20590,pc_SC <=> cholp + DIACYLGLYCEROL,C5381 <=> C434 + C13069
rxn20606,nadh + D-Proline <=> nad + 5aptn,C3 + C532 <=> C2 + C321
rxn20631,glu-L + ohpb <=> akg + phthr,C22 + C3059 <=> C23 + C3060
rxn20640,Pyrazinamide <=> nh4 + Pyrazinoicacid,C1188 <=> C12 + C9309
rxn20665,accoa + (S)-5-Amino-3-oxohexanoate <=> acac + 3-Aminobutanoyl-CoA,C21 + C1940 <=> C137 + C2557
rxn20675,nadh + cu2 <=> nad + Cu(I),C3 + C55 <=> C2 + C15889
rxn20678,"nadph + Nitroglycerin <=> nadp + no2 + 1,2,3-propanetriol1,3-dinitrate",C4 + C3645 <=> C5 + C72 + C11644
rxn20679,"nadph + 1,2,3-propanetriol1,3-dinitrate <=> nadp + no2 + 1-mononitroglycerin",C4 + C11644 <=> C5 + C72 + C11646
rxn20685,nad + D-threo-Isocitricacid <=> nadh + oxasucc,C2 + C335 <=> C3 + C2675
rxn20708,nadh + Resorcin <=> nad + Hydroxyquinol,C3 + C1081 <=> C2 + C1563
rxn20709,E-pyridine-3-aldoxime <=> 3-cyanopyridine,C13191 <=> C9922
rxn20710,adocbi <=> adcobhex + 1-Aminopropan-2-ol,C3319 <=> C3318 + C8721
rxn20711,nadh + 4-Nitrotoluene <=> nad + 4-nitrobenzylalcohol,C3 + C4932 <=> C2 + C11867
rxn20717,4-hydroxylaminobenzoate <=> nh4 + 34dhbz,C11872 <=> C12 + C188
rxn20718,N-acetyl-beta-D-mannosamine <=> N-Acetyl-beta-D-glucosamine,C13676 <=> C2037
rxn20720,nadh + 2-adamantanone <=> nad + 5-hydroxyadamantan-2-one,C3 + C11925 <=> C2 + C11926
